,formal,informal,score
610,I love stupid girls that song is great .,I LOVE IT ALSO I LOVE STUPID GIRLS THAT SONG ROCKS,0.018850319022747353
611,He takes off and never goes home .,he takes off and never goes home.,0.0
612,I do not know the man who made up the names .,i dont know...the guy who made up the names had A.D.D.,0.0
613,Your mother is so stupid that she tried to mail a letter with food .,"Yo mama's so stupid, she tried to mail a letter with food stamps.",0.01553712569276035
614,"I like Classic Rock , but I will listen to it .",I like Classic Rock  But will listen to anyting but Rap never got into it.,0.013217947626377298
615,Count me in and I don 't remember the names .,count me in and I don't remember the names,0.023980296761827107
616,Only a guy would do this .,..... ONLY A GUY WOULD DO THIS.,0.0
617,"I mean you are shouting , not singing .","I mean your yelling, not singing.",0.040824829046386304
618,It depends on what you think a sham is .,it depends what you think a miracle is,0.02777619034011792
619,"It is Paris Hilton , but I do not care for either one .",Its Paris Hilton but I don't care for either one.,0.021105340631872645
620,"It was not on because of the game , and the new rise comes I am March 27 , I think I cannot wait .",it wasn't on because of the game.. and the new espisode comes im march 27.. i think.. can't wait!,0.010182425646195498
621,Your mother is so stupid that she thought a quarterback was an award .,Yo mama so stupid she thought a quarterback was an income tax refund.,0.01553712569276035
622,"Your mother is so stupid , she got hit by a cup and told the police that she got .","Yo mama's so stupid, she got hit by a cup and told the police that she got mugged.",0.010802314890908065
623,I am glad that I am very thankful .,"I sure am glad, Stacie !",0.040824829046386304
624,"On a Prayer , we will go .",On a Picnic We Will Go,0.040824829046386304
625,"My bum is already , you are very good !",My bum is already burnt... Wow you're smelling great!,0.0
626,What is your best movie and why ?,Whats your favoite movie and why?,0.0
627,"I just loved "" and Benji .",I just loved Bewitched and elf and all his other movies!,0.018850319022747353
628,But wait are you gay or machines ?,but wait... are you gay or soemthin?,0.0
629,He is hanging at his feet .,he is hanging; is that really water at his feet?,0.0
630,He probably said something like we shouldn 't real .,"He probably said something like, We're not real.",0.0
631,Jessica Simpson is a fool .,jessica simpson is a blithering idiot.,0.040824829046386304
632,Because Kevin and Hoopz are getting changing .,cuz kevin and katharine are gettin suspisous,0.0
633,"Probably the most low quality of the songs are : Kelly Pickler or James Blunt , although they are both terrible .","probably natasha bedingfield or james blunt, although they actually both suck really bad",0.0
634,It will not have another hit album .,MJ will not have another hit album.,0.0
635,I enjoy watching them with my boyfriend .,i like to watch them with my boyfriend,0.02777619034011792
636,I might try that myself .,Kinda nifty - I might try that myself!,0.02777619034011792
637,"Nightmare on Elm Street Series , it used to be scary and I like horror movies .",Nightmare on Elm Street Series it use to be scary and I like horror.,0.01428363257865929
638,"You do not pay for limewire , it 's free .",you don't pay for limewire it is free,0.0
639,"My favorite song is "" Hair Swim "" by the band "" .",fave band---dream theater fave song---always changing,0.0
640,I am almost positive that it was him .,im almost positive it was him.,0.0
641,They are not it is just a form of entertainment .,theyre not...its just a form of entertainment...a silly sort of competition...,0.018850319022747353
642,I love her and she is amazing .,i love her she IS amazing   RIP,0.033031643180138064
643,"The parents stop , and his mother finally reached the amount around her .","THE PARENTS STOP AND HIS MOM QUICKLY DISMOUNTS, PULLING THE COVERS AROUND HER.",0.0
644,"I have a VHS , but I never use it .",I have a VHS i never use it tho...so DVDs is in and will be for a long time,0.01340082578177889
645,There is just too much sexual content and cursing in rap music .,"there's just too much sexual content, and cursing in rap music.",0.0
646,He got so scared he jumped and had a heart attack .,he got so scared he jumped and had a heart attack.,0.018850319022747353
647,He said he was an evil man .,"“He was an evil man,” he said.",0.0
648,"I like that she is funny , but they make her a little ditty .",I LIKE THAT SHE'S FUNNY BUT THEY MAKE HER A LITTLE HO-ISH AND SHE'S A MOOCHER.,0.012300686288463768
649,A Southern Market for a Southern Belle .,A southern gentleman for a southern belle :),0.03303164318013808
650,The main killer was the main killer .,zap was the main killer's (dead guy in room) accomplice.,0.0
651,"The site used to say something about the sequel , but I am not sure when it is coming out .",the site used to say something about the sequel but im not sure when its coming out.,0.0
652,"I do not want an opinion , but I need the source from where you have .",I don't want an opinion - I need the source from where you got it.,0.013217947626377298
653,"I do not like him and the stars , he would be my sex wanting .","Just me him and the stars, he would be my sex slave going where..... can't finish it's too cliche'.",0.0
654,"She wears the bathtub over and yells , "" the one does not have shoes either ! ""","She flips the alligator over and yells, “Drat, this one doesn’t have shoes either!”",0.0
655,"When you sit there , you should sit there .",when you both just sit there doing nothing but watching tv or something.,0.0
656,Who makes fun of an addict ?,who makes fun of an orphan?,0.0
657,"In Japan , John likes receiving manga from Japan .",example: john likes collecting manga straight from japan.,0.0
658,Until the next season of the show .,until the next season of the show.,0.0
659,It is still trying to pick myself off the floor .,Still trying to pick myself off the floor.,0.0
660,Just act like you have done it before and kick some ass .,Just act like youve done it before and kick some a$$,0.0
661,That means all of them have green dots .,that means all of them have green dots,0.0
662,Who do you think better ?,=)  who do u thinks better?,0.040824829046386304
663,"Yes , I feel that I am an attractive person .",yea i feel i am an attractive person.,0.02777619034011792
664,My favorite singer is Mariah Carey .,i don't have a fave band but my fave singer is mariah carey,0.018476860420522198
665,She is just a lesbian and a good fighter .,"she's just a tomboy and a good athlete, that doesnt make her gay!",0.01553712569276035
666,"I am a big superman fan , I bet you can tell by now .","I am a big superman fan, i bet u can tell by now.",0.021972813874997166
667,"I do not know if everyone does , but I do .","I don't know if everyone does, but I sure do!",0.021105340631872645
668,My apartment and I still listen to music through my apartment .,my friends talk about me because i still blast his music through my apartment on a regular basis,0.01284618972676772
669,Why do you only have a cheaper bricks ?,why do you only got 1.5 bricks?,0.0
670,I think they got the point .,I think they got the point,0.040824829046386304
671,"He took a nice Catholic girl and turned her into a rainbow freak , Katie Holmes is very arrogant .","he took a nice catholic girl and turned her into a scientology freak, katie holmes is EXTREMELY naive !",0.010182425646195498
672,I have taken over the world .,dvds have taken over the world!!!!!!!!!!,0.0
673,I do not like any artist over another .,Persoanlly I don't like any artist over another ...,0.023980296761827107
674,There is no such thing .,Because there is no such thing!!!!!!!!!,0.0
675,Dolly Wilson is pretty .,"gretchen wilson, i think she's pretty",0.040824829046386304
676,"Randy is kind of weird at typical people , but he seems too disrespectful .","Randy is kind of weird at times....Paula seems so wimpy...Simon seems too cruel, at times!",0.0
677,It just did not make any sense to me .,it just didn't make any sense to me.,0.0
678,"Usually , it always has always been labeled .",Illutions always decieve u.don believe em,0.0
679,"I have never been engaged , but it is what I am watching .",Never Been Kissed...well not really but it is what I am watching right now!,0.01428363257865929
680,"Yes , sometimes I enjoy listening to it .",yeah sometimes i like 2 listen to it.,0.02777619034011792
681,It is not possible but I just wonder about other opinions .,obviously hypothetical but just wondering about other opinions,0.0
682,"That is like "" Brokeback Back Mountain for Little John . """,That's like Broke Back Mountain for little John Wanye.,0.0
683,"I have the tape tape , but I want to get that album on CD .",I have the cassette tape but I want to get that album on CD....,0.01428363257865929
684,I am sure you will both like it .,I'm sure you'll both like it!,0.0
685,To stop the criminals from North around town .,to stop the zombies from wandering around town.,0.0
686,"No , but I know a guy .",No but I know a guy.,0.048549177170732344
687,"Your boss likes you , perhaps a little too much !",Your boss likes you maybe a little too much excise caution !,0.020255986027125642
688,"It 's all about "" baby .",Its all about FEARFACTOR baby lol.,0.0
689,"If we can be friends , please email me .","email me, maybe we can be friends!",0.0
690,What did the skeleton say to the log ?,Wat did the beaver say 2 the log.,0.0
691,"I thought it was him , but I cannot say for sure .","I thought it was him, too-but I can't say for sure!",0.018850319022747353
692,"For every one hand to be up , you would have to have a green dot .",For every ones hand to be up you would have to of had a green dot.,0.012300686288463768
693,"Not me , I used to be in orchestra though .","Not me, I used to be in orchestra though.",0.023980296761827107
694,I clean them on the floor or bed .,i wipe them on the floor or bed.,0.0
695,Put her in a fork room and tell her to sit in the corner .,put her in a circular room and tell her to sit in the corner.,0.01428363257865929
696,"Also , work on your self ear sound like that is not very good right now .",Also work on your self image-it sound like that isnt very good right now.,0.0
697,He wanted to eat the mouse .,he wanted to eat the mouse,0.0
698,"No , I find this man to be disgusting .",NO I find this man to be disgusting.,0.02777619034011792
699,"I do not know , but I am pretty .",i do...im not conceited but i no im pretty.,0.0
700,"You should keep the baby because you wanted to play , but now you have to pay .",of course you should keep the baby its your fault you wanted to play but now you gotta pay.,0.0
701,"If Pink could do it , I am sure the Beatles could be considered known as "" No Doubt "" .",and if floyd could do it im sure the beatles could yoko or no yoko.,0.0
702,"Sleepy Sleepy , Doc , Grumpy , Happy , Dopey , and Sneezy .",Sleepy Grumpy Doc Sneezy Happy Dopey Bashful!,0.0
703,Tell them the phone Bill and rent .,Tell them the phone bill and rent are due!,0.0
704,They have turned into long jokes .,crap they have turned into long jokes  What has seven arms and sucks???,0.0
705,"One muffin looks to the other and says , "" Dude , it 's getting kind of hot in here ! ""","One muffin looks to the other and says...Gee, its gettin kinda hot in here!",0.0
706,I would not kick either of them out of bed .,I would not kick either of them outta bed.,0.023980296761827107
707,He better not let her go .,He better not let her go.,0.0
708,"If you are gay , you should look up do not dress that way .",wtf ur phto looks meesed up don't dress that way ppl migh think ur gay(no ofence),0.0
709,"I have the latest one and I get movies , music , pictures , and documents .","I have the newest one and i get movies, music,pictures,and documents.",0.022416933501922302
710,You can purchase the soundtrack from www.limewire.com,juss buy the god darn soundtrack!!!!!!!!!,0.0
711,She needs to get a job !,"Plus, she needs to get a damn job!",0.02777619034011792
712,"So if there is anyone out there , can you capture me in it ?","So if theres anyone out there that completely inderstood the movie, can u pleeease fill me in on it???",0.010182425646195498
713,Her name is Magic .,Everything She Does Is Magic - The Police,0.0
714,"I forgot the names of the celebrity 's characters , but I have forgotten them .","Pilot Inspektor, Rainbow, those are celeb kids names there some other ones but i forgot them!",0.012300686288463768
715,What did we ever do to these guys that made them so violent ?,What did we ever do to these guys that made them so violent?,0.0
716,"The Cure has love songs , and most of their stuff is pretty dark .",Even The Cure has love songs and most of their stuff is pretty dark.,0.0
717,My favorite genre of music is labeled .,1) My fav genre of music is R&B.,0.0
718,It makes me happy and I love Jim Carrey .,it makes me so happy :)(i love jim carrey) :),0.0
719,He needs to change one thing .,He dosn't need to change one thing!,0.0
720,"Your mother is so stupid that her shoes say , "" crystal toes go in front . ""","Yo mama's so stupid, her shoes say TGIF- toes go in front.",0.0
721,I wish I could meet my favorite .,I wish I could meet my fave bands.I love rap music.GO RELIENT K!,0.01553712569276035
722,"Or the joke , the joke , "" , and "" 't chuck wood .",or the lame toronto zoo answer: Woodchucks can't chuck wood.,0.0
723,The chicken goes to the end .,"on the way to the end, the chicken goes, weeeee!",0.0
724,I have not lost an advertisement yet .,i so far haven't lost an item yet.,0.02777619034011792
725,"When he was younger , I liked to move when he was in high school .",I liked Rudy when she was little and Theo when he was in high school!,0.013217947626377298
726,"It might be an interesting show , but never got into it .","it might be an interesting show, but never got into it at all.",0.0
727,"No one will forget "" .",No one will forget TLC..they made the anthem for girls I don't Want no Scrub ...LOL!,0.0
728,I like Aaliyah because she is the most similar to me .,AND I LIKE JOAN BECAUSE SHE IS THE MOST LIKE ME.,0.018850319022747353
729,He gave us a song to keep thinking with a lot of us .,He just gave us a song to keep dreaming with and alot of us do.,0.013217947626377298
730,It depends on how much or what kind of gum you sometimes .,It depends on how much or what kind of gum u chew.,0.017033186037639283
731,"Yes , I am guilty of that line , but true is true .","showgirls,yes im ripping off that line, but true is true",0.0
732,I do not think she ever had it to begin with .,I don't think she ever had it to begin with :).,0.018850319022747353
733,You do not want to meet women in the bars .,You really don't want to meet women in the bars anyways...  Have fun this weekend!!!!!!!!,0.0
734,You are just a poor reason .,your not you just lack self-confidence,0.0
735,You should try to download 360 share .,try to download 360 share on your comuter,0.0
736,It depends on who this person is and why they are beating me with the cane .,LOL it depends who this elder is and why they're beating me with the cane.,0.0
737,"The Chinese version , "" The Pixies , "" and "" The Ghost Face Killer "" .","The Chinese get the Rizza, the Jizza, and the Ghost Face Killer!!",0.0
738,"Other than that , I cannot think of anyone else .","other than that, i can't think of anybody else.",0.023980296761827107
739,Are you talking about smoking ?,Are you talking MPH are RPM????,0.0
740,Your mother is so stupid that she got kidnapped in a massage .,"Yo mama's so stupid, she got stabbed in a shoot-out.",0.021105340631872645
741,The new version of the new version is Texas Chainsaw .,Texas Chainsaw Massacre the new version,0.0
742,"If you have paid , buy a Taylor or Martin .","But if you have cash, buy a Taylor or Martin...",0.021105340631872645
743,"Forget it , you would not understand . Well , I still have my Ashton Sue Sue Sue .","Forget it, you wouldn't understand, well at least I still have my Peggy Sue... Peggy Sue?",0.012300686288463768
744,It is an awesome show .,i do it is an awsome show.,0.033031643180138064
745,How come no one mentioned evil dead ?,How come no one mentioned EVIL DEAD!!,0.0
746,Jesus Jesus looks like me !,Jesus Christ looks like me !,0.040824829046386304
747,Maybe you mean people in uniform ?,Maybe you mean people in uniform?,0.0
748,It must be the chicken .,therefore it must be the chicken!,0.0
749,I would pretend to fight them and fall and play dead .,i would pretend to fight them then fall and play dead.,0.018850319022747353
750,I think that Romeo and Juliet are wonderful .,easy- shakespeare in love  and romeo and juliet  awsome romantics.,0.0
751,Paris Hilton is not far behind .,but paris hilton isn't far behind.,0.0
752,"However , there has a small term to his walk .",But has a lil slang 2 his walk.,0.02777619034011792
753,"Well , it 's so much for beginners .","well, so much for guessin' yours!!",0.0
754,Your mother is so ugly that the police gave her a ticket for a foreign amount .,Your Mama's so ugly.........the cops gave her a ticket for indecent exposure.,0.017033186037639283
755,"You must be too young , otherwise you would definitely know .","u must be too young,otherwise u would definitely know.",0.023980296761827107
756,"It looks interesting to me , and what is it about ?","it looks interesting to me, and whats it about?",0.0
757,"I do not know , and do not care .",i dont noe...and really dont care,0.0
758,"They are not tragedies , but they are a Perfect genius .","they arent bimboes, jessicas a declared genius.",0.033031643180138064
759,They always had pizza around as well .,":)  They always had pizza around, too!",0.0
760,All of my votes are going to Taylor Hicks .,All my votes are going to Taylor Hicks though...,0.0
761,What were you and father doing ?,WHAT WERE YOU AND DAD DOING?,0.0
762,"Hello , I think you meant psychic .","Hi, I think u meant psychic...",0.048549177170732344
763,"I love Smallville , so I want to see who else loves Smallville !",I love SMALLVILLE so of course I wanna see who else loves SMALLVILLE!,0.01553712569276035
764,"Some songs are : "" , step by Ciara , or step by Ciara .","some songs are 1,2, step by ciara.",0.0
765,Two points scored on that one .,2 POINTS SCORED ON THAT ONE,0.0
766,"Her IQ is five , and Paris is not smart .","her iq is like 145, and paris isnt dumb!",0.0
767,"When you do not talk or go out with each other or maybe the "" never started .",when you don't talk or go out with each other or maybe the relaship never started,0.0
768,You will not go wrong if you watch this one .,"You won't go wrong, if you watch this one!!!!!!",0.0
769,I know who Bam is .,i know who bam is though.,0.040824829046386304
770,I love the sound of the two together .,"The sound of the 2 together, wow I do love the sound lol =)",0.01428363257865929
771,"Yes , I know the drummer from Blink 182 .",YA KNOW THE DRUMMER FROM BLINK 182,0.0
772,"I think it is like , forever or something similar .","I think its like, forever or something like that.",0.023980296761827107
773,They will give it to you .,call information they will give it to you in a snap!,0.0
774,"Just because I am a girl , I prefer Adam Sandler and Rob Thomas .",just bcoz im a girl... i prefer ADAM SANDLER and ROB THOMAS!,0.020255986027125642
775,I am unable to know .,I can't sleep....I need to know.,0.040824829046386304
776,I suppose that means Simon likes blondes .,I guess that means Simon likes blondes!,0.033031643180138064
777,Who will fear beautiful women ?,i mean who will fear beautiful women?,0.033031643180138064
778,"For me , it is definitely Jessica Alba and Angelina Jolie .",For me its definately Jessica Alba and Angelina Jolie....,0.0
779,I loved all the characters and Bill Cosby .,I loved all the characters and Bill Cosby was SO funny without being crude!,0.01428363257865929
780,I do not know who decides is .,i don't know who ville is.,0.040824829046386304
781,I do not think he loves her .,I dun think he loves her,0.040824829046386304
782,Neither is not a big fan of either .,neither...not a big fan of either,0.040824829046386304
783,The reason is there are many anorexic girls now .,celebrities are why there are so many anorexic girls now.,0.0
784,How would you feel if someone threw you a funeral party at the age of sixty or 35 ?,how would you feel if someone threw you a funeral party at the age of 60 or 70?,0.010802314890908065
785,I am learning to it right now .,I am listning to it right now!,0.033031643180138064
786,Angelina Jolie is much more sexy !,Angelina Jolie much more sexy !!!!!!!!!!,0.0
787,Why don 't you repeat the television ?,why don't you urge the tv management?,0.0
788,"Your mother is so stupid that she went to Disney , and saw the sign Disney left then turned around and returned home .","yo mamas so stupid she went to disney, saw the sign disney left then turned around and went home",0.0
789,What were you and father doing ?,WHAT WERE YOU AND DAD DOING?,0.0
790,I really love them because they are so agressive that love Blink 182 .,i totally love them they are so hor who else out there are dawgs that love BLINK 182 ????????????????????????,0.010182425646195498
791,I just saw it last week .,I just saw it last week.,0.040824829046386304
792,It is so funny that I love it .,"It's so funny, that's why i love it.",0.02777619034011792
793,I believe it was just their time .,who knows... i guess it was just their time.,0.023980296761827107
794,"If that is the case you can wait a little longer , cannot you .",if that's the case you can wait a little longer can't you.,0.017033186037639283
795,What is your wife name ?,"in an interview , boss; what is is ur wife name ?",0.017033186037639283
796,"I do not want to offend or anything , but I do not like rock music .","i don't wanna brag or nothing, but i fu**ing rock!",0.021105340631872645
797,"I thought it was Georgia , St. Louis ) .",I THOUGTH IT WAS MISSOURI (ST. LOUIS),0.033031643180138064
798,I choose Angelina Jolie on this one .,I pick angelina jolie on this one~ even though it is awful that she stole brad from jennifer!,0.010802314890908065
799,I also think she was a little odd and she looked a little too big for her .,I also though Naomi Watts dress was really odd and looked a little too big for her also.,0.01284618972676772
800,"Rap , rock gives me such a psychic .","rap, rock gives me such a headake",0.033031643180138064
801,I would love to see either of them win !,I'd love to see either of them win!,0.0
802,My dad and I have purchased approximately 1000 items .,me and my dad together have bought about 1000 items.,0.0
803,Tom Welling looks a lot like the vocalist of The Cure Rejects .,Tom Welling... looks a lot like the vocalist of The All-AMerican Rejects...^_^,0.017033186037639283
804,"I don 't think so , I do not hate him .",:)) I don`t think so...I don`t hate him,0.02777619034011792
805,I do not need to be gay .,And i dont even need to be Gay!!!,0.0
806,What kind of person throw a funeral party ?,what kind of person  throw a funeral party?,0.02777619034011792
807,Thank you for letting me feel bad .,thank you for letting me vent about this crappy crappy crappy band !,0.0
808,I would definitely choose My Chemical Romance .,I Definitely would choose My Chemical Romance hands down!,0.023980296761827107
809,I do not trust anyone who is unable to find at least one Sublime song .,I don't trust anyone who can't find at least one Sublime song they like.,0.01428363257865929
810,Tell him that you think you may be pregnant .,tell him that you think you might be pregnant.,0.0
811,"Duran Duran , Madonna , one woman band , Georgia , and how could I forget Air Supply !","duran duran, madonna one woman band!, alabama, exile and how could i forget... Air Supply!!",0.013217947626377298
812,I do not believe your mother is stupid .,I don't believe your mama is stupid at all!,0.023980296761827107
813,You have to take guitar classes .,your ganna have to take guitar classes,0.0
814,I will not let you get to me either .,and i won't let you get to me either!,0.023980296761827107
815,"The blonde in the boat says , "" This is a sea of jello "" .","and the blonde in the boat says, this is, like, a sea of wheat, duh.",0.013217947626377298
816,"Okay , do not let it get to you .",OK dear dont let it get to you,0.0
817,He is a tool he spends money on whatever he wants .,He's a businessman...he spends money on whatever he wants.,0.023980296761827107
818,Hoopz does not want Flav .,Hoopz does not want Flav at all.,0.0
819,Stop being posers and get a life .,STOP BEING POSERS AND GET A LIFE,0.0
820,They both suck and Jessica is just brain dead .,they both su*k. Paris is a dumbass no talent sl*t and jessica is jsut brain dead,0.012300686288463768
821,"The last song I liked was "" American Pie "" , which I liked was "" American Pie "" .",the last song of madonna's which i liked was american pie......sorry-think her time's almost up.,0.013217947626377298
822,"Britney Spears is unintelligent , but some of the things she may do are dumb .",I don't believe Britney Spears is dumb although some of the things she may do are dumb,0.0
823,It is one of the best songs available .,It is one of the best songs out there!,0.0
824,Depending on the gum you sometimes .,DEPENDING OMN THE GUM U CHEW,0.0
825,"I like "" So Sick "" by Ne-Yo .",I like So Sick by Ne-Yo.,0.040824829046386304
826,He has a good job because he has to have a good job .,But he has to be a gentelmen cuz he has 2 have a good job dat pays good money.,0.010182425646195498
827,She is the greatest talk show host .,She is the greatest talk show host EVER!!!,0.0
828,I think Kevin and I do not watch American Idol .,KEVIN n nfnhfnigbubjbni.....I dunt really watch American Idol..........,0.02777619034011792
829,Beyonce because she is younger and can dance better .,BEYONCE CAUSE SHE'S YOUNGER AND CAN DANCE BETTER,0.0
830,The chicken is in the end .,Escpecially when the chicken chases the guy in the end!,0.0
831,I do not even consider that song .,I dont even consider that a song.,0.039281465090051315
832,He is very attractive .,oh ya and hes very hot.,0.0
833,"I am sorry , I have 4 and Def Yang and AC / DC .","Aerosmith,Def Leopard and AC/DC and sorry I have 4; Boston too!",0.018850319022747353
834,A little too excited if you ask me .,A little too excited if you ask me.,0.02777619034011792
835,I have enjoyed Jennifer Love . She 's so awesome and her birthday is a day after mine !,i have Liked Jennifer love Hewitt... she is so awesome and her bday is a day after mine!!,0.01284618972676772
836,Why do they try to sound Japanese ?,why do they try to sound british ?,0.02777619034011792
837,"Not everyone hates him , but that is why some hate him .",Not everyone hates him but that is why some hate him....,0.0
838,I do not think there is any chords like that .,i don't think there is any chord like that.,0.023980296761827107
839,"I would say to put it in either , but I do not like his stance .",put icyhot or bengay i in his underware or on his deoderant,0.017033186037639283
840,Your mother is so stupid she thought she needed a moron to get on Soul Train .,Yo mama so stupid she thought she needed a token to get on Soul Train.,0.013217947626377298
841,"50 Cent 's movie , "" Get Rich or Die "" , or "" Eminem "" , or "" 8 Mile "" .","50 Cents movie Get rich or die tryin, or Eminem's 8 Mile?",0.017033186037639283
842,A great gift for the wife .,"Pocket Taser Stun Gun, a great gift for the wife.",0.021105340631872645
843,"It would be Cool if they did a special project , but I love that show .",But It Would Be Cool If They Did A SPECIAL ReUnion Episode Or Somethin( I LOVE That Show),0.010802314890908065
844,What are you doing ?,what are you doin back there?...lets go!!,0.0
845,Zach Efron is the hottest guy alive .,"Zack Efron, he is the HOTTEST GUY ALIVE",0.0
846,That Santa Burger King is creepy .,And that damned burger King is creepy as hell.,0.0
847,"Not me , but I know many people that do .",Not me but i know alot of people that do,0.0
848,You can pots your information for free .,And you can pots your info for free!,0.0
849,I cannot wait to see the new movie !,i cant wait to see the new movie!,0.02777619034011792
850,"If you do not like them , do not answer .","if you don't like them don't answer, please",0.0
851,"Well , I would rather like "" Malfoy .","Well, I rather like Lucius Malfoy.",0.040824829046386304
852,"If you look at the corporate manager , then says "" You 're going to die ! """,Tonto looks at Lone Ranger and says Doctor say you gonna die!,0.0
853,$ dollars per ticket to go see movies .,$10 per ticket to go see movies multiple times a week.,0.018850319022747353
854,"I do not know , but I have another one : Yo mama so fat , she had to get married at the moment .",idk but i have another one: yo mama so fat she had to get baptized at seaworld.,0.011502783619900045
855,"Is she "" Into My Heart Maybe "" ?",Rachel Fuller- Into My Heart maybe?,0.0
856,"I changed to orbit now , I am onto Stephen speaks .",then i changed to Nsnyc now i'm onto stephen speaks,0.021105340631872645
857,"They are obviously stupid , not just confused .","LOL they are obviously stupid, not just confused!",0.0
858,Who did the chords play ?,"Moriaty etc, but who did the Peruvian play?",0.0
859,"It 's not really a book , but I guess it is a very long comic .",well its not really a book i guess but its kinda a long comic.,0.0169861974906263
860,I will be different and say it .,i'll be different and say vagina,0.0
861,I just need the name of the movie .,I just need the name of the movie... Thx,0.023980296761827107
862,There are one of the best bands out there .,HELL TO THE NO..THEY ARE ONE OF THE BEST BANDS OUT THERE.,0.0
863,We refer to it a,"We call it a Moo Moo, she calls it lingere.",0.021105340631872645
864,How do you know if a blonde has used the computer ?,!”   how do you know if a blonde has used the computer?,0.017033186037639283
865,I would not believe that anyone could care .,I wouldn't believe that anyone could care!,0.033031643180138064
866,Sometimes I do not come home until late .,and yes sometimes i dont come home until late.,0.023980296761827107
867,""" Boulevard of Broken Dreams "" , and their new song Wake Me Up When September Ends .","Boulevard of Broken Dreams, and there new song Wake me UP When September Ends",0.0
868,She used to sing with overtime .,she used to sing with mpeople,0.0
869,"Rock , we heard more great rock stars .","rock , we heard more great rock stars ,while not very much great rap singer.",0.013217947626377298
870,My little brother would ask something like that .,my little brother would ask something like that.,0.0
871,"Jason Fold from the 23rd Las , and South Carolina .","Jason Momoa from Baywatch Hawaii, and North Shore!",0.0
872,I loved all of the movies and movies .,!I loved all of the CB movies and specials.,0.0
873,"Yes , there is a denying button .",yes there is a reset button,0.040824829046386304
874,"They make you think of who you are with , and love them more than you did already .","they make u think of who your with, and love them more than u did already",0.012300686288463768
875,I would prefer a bad boy .,I would prefer a bad boy(thug) with a gentlemen side.,0.025098621243978974
876,""" California Girls "" by David Lee Roth with Van Halen .",california girls by david lee froamerly with van halen,0.0
877,That is one of the best graphic movies that I have ever seen .,One of the best & original movies that I have ever seen.,0.017033186037639283
878,"And with a great deal of therapy , may even walk again .","And with a great deal of therapy, may even walk again..   Man driving down road.",0.013217947626377298
879,What happened to you ?,"oh, greenday what happened to you?",0.0
880,I read this article about her being one of the highest paid actress .,Plus I read this article about her being one of the highest paid actress out there.,0.012300686288463768
881,I think that is the most stupid show ever !,I dono I think that is the DUMBEST show EVER!!!!!!,0.021105340631872645
882,Your mother is so stupid that she thought the internet was something you catch fish with .,"Yo mama's so stupid, she thought the internet was something you catch fish with.",0.0
883,The man is similar to a fine wine .,"The man is like a fine wine, gets better with age :-)",0.017033186037639283
884,"I am a long time Def Leppard , I have to pick any and all from them .",And me being a long time Def Leppard fan...I'de have to pick any and all from them...LOL,0.011502783619900045
885,"I must have seen it in 1977 , or something a barely remember all the details .",I must have seen it in 1986 or something a barely remember all the details...CAN SOMEBODY HELP?,0.013679192123121896
886,I believe that would be critical .,I believe that would be M.C.,0.040824829046386304
887,Do you think so ?,perfect answer dnt u think so?,0.040824829046386304
888,"That is a good question , Simon seems to me with that one as well .",Good question... Simon kinda stumped me with that one too.,0.0
889,I refuse to missed a single episode .,I haven` t missed a single episode!,0.043472087194499145
890,Do I have to spell it out for you ?,Do I gotta spell it out for you?,0.02777619034011792
891,You hit it on the money .,You hit it on the money!,0.0
892,The classics are great as a couple .,"Reel big fish, Chronic future are a couple...their awsome, plus the classics like ac/dc...etc",0.01428363257865929
893,People who work for Disney .,talk to people who work for disney.,0.0
894,I 'm not really like Billie that much .,I am not really liking Billie that much.,0.02777619034011792
895,Your mother is so stupid that she took a spoon to the Superbowl .,Yo mama so stupid she took a spoon to the superbowl.,0.018850319022747353
896,Your mother is so stupid that she sold the car for gas money .,Yo mama so stupid that she sold the car for gas money.,0.0
897,There are not any words that rhyme with orange .,there aren't any words that rhyme with orange.,0.0
898,It is an awesome band with great vocals and lyrics .,it is an awesome band with awesome vocals and lyrics!,0.0
899,"Yes , try Aries that is the one I was using .",yes.. try aries.. that is the one i was using,0.021105340631872645
900,"If you will put where you live , I can give you a better one .",if you will put where you live i can give you a better one.,0.0169861974906263
901,I enjoyed that movie and wasn 't Brad Pitt in that movie .,I really liked that movie and wasn't Brad Pitt hot in that movie.,0.01553712569276035
902,"However , I do not watch him .",but i dont watch him that much!,0.033031643180138064
903,Is there anyone famous on here ?,hey is there anyone famous on here?,0.0
904,Go to limewire.com and download it .,go to limewire.com and down load it,0.0
905,"Captain Maul , I like bald men and his accent .","Captain Picard, I like bald men and his accent.",0.023980296761827107
906,"This does happen , like in Batman , when he was a weapon and the blonde man took over for a bit .","this does happen, like in batman, when he was recoving and that blond guy took over for a bit.",0.010182425646195498
907,But has the heart of a homosexuals .,"), but has the heart of a gentlemen.",0.02777619034011792
908,The brunette team replied to the blonde team leader . What are you guys doing ?,"the brunette team leader says to the blonde team leader, what are you guys doing?",0.0
909,The second easiest option is to win .,"Alternatively, you could cheat- that's the second easiest way to win.",0.0
910,Taylor Hicks is the best .,Taylor Hicks...And why?.....cause he`s infectious with great talant ...TAYLOR HICKS ALL THE WAY!!!!,0.0
911,Can anyone help me with this ?,Can anyone help me with this?,0.0
912,I love it . I love the show .,i love it becauase i love the show and.....*goes on 4 so long she dies*,0.013217947626377298
