,Source,DELETEANDRETRIEVE,HUMAN,SCORE
406,she didn t like the handle of this one at all .,"so ,  this car looks cool and keeps mine perfectly ,  but its not all that great .",she loved the handle of this one .,0.010802314890908065
407,i have no idea why this is a cult favorite .,i have no idea if it s me i highly recommend this product for doing .,i can see why its a favorite,0.014628063653657535
408,"my little girl wanted this for her birthday ,  so we got it .","otherwise ,  they fall off your head at the slightest stream or the tilt .","my little girl wanted this for her birthday , so we got it , and she loved it .",0.015718877363021206
409,so what it comes down to is that u get what u paid for .,just hurry up and play the darn song and move and pop on for goodness sake .,so what it comes down to is that u get the high quality of what u paid for.,0.011502783619900045
410,one thing is the amazingly poor unit a . i .,do not hesitate to try it once and you won t think it s stupid .,one thing is the amazing unit a . i,0.01618861356572822
411,my daughter used this for school for about num_num months until the strap broke .,it will last forever and i love it .,my daughter has been using this for school for num_num months and it still looks brand new,0.023980296761827107
412,returned product but from what i ve heard it does the job .,"nevertheless ,  the smell lasts for num_num or num_num minutes now and it is still great .",i kept the product because it works well.,0.011502783619900045
413,this game gives you no incentive to keep playing .,"good that they are from usa and not ,  a great china !  .",this game gives you incentive to keep playing .,0.0169861974906263
414,insert the micro usb to your phone and enjoy your widescreen display .,so far i am very pleased with this .,insert the micro usb to your phone and enjoy your amazing widescreen display,0.023980296761827107
415,i would not buy this again in the future .,i purchased them and was delighted when they arrived they were torn .,i would definitely buy this again in the future,0.01553712569276035
416,the cars that come with this garage are cute .,quite nice and sturdy and tasteless they make you order so many .,any car in the garage is great,0.0
417,"i ll stick to my xbox for now ,  thanks .","very sturdy ,  this kettle is very well made ,  well made and a few uses .","i ll stick to my xbox for now , thank you so very much.",0.015138514598766055
418,instead i would recommend cetaphil gentle cleanser and you will be fine .,i will never again purchase another one in the game where this is a requirement .,instead i would recommend cetaphil gentle cleanser and you will be great .,0.01618861356572822
419,"of course in most sports games ,  graphics shouldn t matter .","really ,  it all does look nice and does what it says .","of course in most sports games , graphics shouldn t matter too much",0.01553712569276035
420,it adds size o an already pretty big system .,"its very durable ,  similar to that type of style .",it is already a big problem with added size,0.0
421,i had it professionally installed at a local bike shop .,"might have been nice ,  but just went over my cheeks ,  very happy .",i was able to install it myself.,0.013217947626377298
422,i cannot recommend this product for anyone trying to fix a leaky transmission .,"they stack well ,  and the shape of the grains makes all the difference to use and clear .",I highly recommend this product for anyone trying to fix a leaky transmission.,0.010182425646195498
423,the original unreal tournament is the very definition of fun .,"first ,  they are very satisfied with the extension very nicely and they are very short .",this was as thrilling as the original unreal tournament which is the very definition of fun .,0.011502783619900045
424,"however ,  i feel civilization iv is most definitely not an improvement overall .","i then emptied th coffee holder and looked for this little an obstruction ,  none .","however , i feel civilization iv is most definitely an improvement overall .",0.01618861356572822
425,the item was considerably different quality than pictured .,they have a medium seal instead of leash that holds is more of a stiffer matte feel .,The item was considerably better quality then pictured.,0.01284618972676772
426,it is worse then no lube because it gets soooo sticky .,"s friendship is cool too ,  easy to clean ,  easy to use .",it is worse then no lube because it gets a little sticky,0.01428363257865929
427,i thought this was the hard plastic screen cover and it isn t .,they look like they would keep my ears warm at all .,i thought this was the hard plastic screen cover and it was.,0.017033186037639283
428,i was surprised as the box seemed to be in good shape .,"these are very well made ,  in water are not made vegetable oil .",i was surprised as the box seemed to be in excellent shape .,0.01428363257865929
429,i ve not had this happen with my wusthofs .,"you place the eye brow attachment on you can get a nice to clean ,  get mixed .",i ve had this happen with my wusthofs .,0.01284618972676772
430,this is not worth the money and the brand name is misleading .,i won t know how i lived without this in the future .,this is worth the money and the brand name is awesome.,0.020448007360218394
431,so i just thought maybe it ll help keep my acne away .,"i love it !  the color that sent to me ,  pale chalky colour .",i was hoping it would keep my acne away,0.013217947626377298
432,am very disappointed that i still can t wear my shoes !  .,"that s a very well made ,  well made with the original gel adhesive .",am very happy that i still can wear my shoes ! .,0.017395797375642234
433,ridiculous !  i had trouble getting it on with zero bubbles .,the   num_num inch dock extender works perfectly and the only part is right out of the way .,great ! i had no trouble getting it on with zero bubbles,0.0
434,the inside of the case that contacts the phone is not smooth at all .,because it is worth the full price and i am happy with it .,The inside of the case that contacts the phone is extremely smooth and soft.,0.0169861974906263
435,i purchased them and when they arrived they were torn .,i would recommend this item for dogs who chew .,i purchased them and when they arrived they were in perfect shape!,0.021105340631872645
436,"while the mascara is soft ,  it is not full .",this is the best game i have come across in a long time .,"this mascara is not only soft, and was completely full",0.0169861974906263
437,i will never buy hamilton beach products again .,"unfortunately ,  i m not sure what all the five star reviews are worth it ,  .",i will buy hamilton beach products again .,0.015138514598766055
438,i had to buy one out on the road .,it was easy to use and great ingredients looked to be quality .,I was glad to buy one out on the road.,0.01553712569276035
439,i hope it will be a better choice .,i have been using this product today for a few hours today .,i know it will be a better choice .,0.020448007360218394
440,"the kids thought it was great ,  but it got old pretty quick .",the feel of the wheel is nice and i like the side of easy sealing feature .,it was fun and great for all,0.011502783619900045
441,also the headphones do not feel comfortable on your head .,a definite must have if you have a num_extend for how sturdy they handled this .,also the headphones feel comfortable on your head .,0.014628063653657535
442,i mean she felt apart she broked down in a hundred pieces .,i never know where i ever got along without them protected my shoes !  .,i mean she didn't fall apart she didn't break down in a hundred pieces .,0.015718877363021206
443,"it almost fit ,  but not enough to snap completely together and fit .","it didn t fit in my bathtub ,  which is well made and arrived in a standard size .",It fit so well together.,0.012109013026441871
444,i only ordered on here because they were alot cheaper .,we plugged in an extra able to have another one laying around the house .,i loved ordering on here because they were alot cheaper .,0.013217947626377298
445,try it once and you won t think it s stupid .,"this case looks nice ,  is easy to use ,  and it looks nice .",works great,0.0
446,i was also very disappointed at how quickly it drains the batteries .,"it takes several passes through some types of hair ,  easy to cut it to .",i was also slightly disappointed at how fast it drains the batteries,0.0
447,this case is cute however the is the only good thing about it .,i also like that it said they q cell and they replaced the back cover .,this case is cute and there are other good things about it .,0.014628063653657535
448,this is a good hoodie and well made .,i would recommend it and hope it will be a better choice .,this is a good hoodie and very well made .,0.020448007360218394
449,another num_num calories from the other num_num grams of carbohydrates .,i love that it uses ingredients but it can be used ineffective on my skin .,another low num_num of calories from the other low num_num grams of carbohydrates .,0.014628063653657535
450,i used the product for five days straight before running out .,after a num_extend try i received the same product and it works great .,i used the product for five days straight  .,0.018798317647335087
451,"went to the second one using the same method ,  no go .","most products are dishwasher safe ,  they are dishwasher safe for dandruff caused by dry scalp .","went to the second one using the same method, it worked.",0.013679192123121896
452,if you are stir frying your ingredients  i . e .,over and over  and over and over  put it over again .,stir fry is fun,0.0
453,so not that great for leaving on at night .,this product arrived when promised and in functioning condition delivered .,perfect for night,0.0
454,please reply with the filter part number and your location .,this is a worthless item that makes no sense easy .,it would help to reply with the filter part number and your location,0.018850319022747353
455,they have a medium pile lining that has more of a stiffer polyester feel .,worked best on older new england then use to store my pantry with twig hooks .,they have a medium pile lining that has more of a stiffer polyester feel that is great .,0.012300686288463768
456,it makes a buzzing sound when devices are plugged in .,"just like the original others ,  didn t work for me .",it makes a useful buzzing sound when devices are plugged in,0.017033186037639283
457,we plugged in an extra headset laying around the house .,not to mention it protects the screen completely .,"we plugged in an extra headset laying around the house , it worked perfectly .",0.023980296761827107
458,the description on the website did not state that the straps were elastic .,i thought that all of the possibilities are perfect .,the description on the website did state that the straps were elastic .,0.025098621243978974
459,"once you play one match ,  you ve played them all .",it was very easy to wash all potatoes and had very little clam flavor .,there are several matches to choose from.,0.013217947626377298
460,"the computer recognized the usb connection ,  but the cursor never moved .",taking it out of the box i found the design to be a little awkward .,the computer moved,0.0
461,i don t think the saying  you get what you pay  .,i purchased this jawbone hd as a replacement for my older unit when we moved it from stolen .,you get what you pay for,0.010182425646195498
462,that s not what it felt like with the original gel adhesive .,i reported it havent heard a word about it and it works as advertised .,that's exactly what it felt like with the original gel adhesive.,0.017395797375642234
463,so far i am not at all happy .,i am very pleased with this bit from amazon .,so far i am very happy.,0.025098621243978974
464,i reported it havent heard a word about it .,this case is cute however it s sturdy and the thing is not flimsy at all about it .,i reported the issue and it was resolved immediately.,0.012109013026441871
465,it looks like i ve splashed glitter all over my face .,i ve come to the conclusion that i ve made well worth the money .,the glitter look is great on my face,0.013217947626377298
466,this case looks nice but that s about it .,"i would not recomend this for a tmobile ,  i would recommend this mytouch phone to anyone .",this case looks amazing and there's much more to say about it.,0.014216645907653848
467,"as i get hit ,  my health endurance goes down .","very sharp ,  the good pieces that i manages to salvage the birds refuse to touch .","as I get hit, my health endurance increases significantly",0.013679192123121896
468,i d suggest anyone looking to purchase linksys products look into netgear instead .,"he enjoys this toy ,  but can get the treats out quick and clean up fairly quickly .",i'd suggest anyone looking to purchase linksys products look into netgear instead to see how good linksys is in comparison .,0.010802314890908065
469,maybe it just needs broken in and some fine fitting .,like how many times you have used the face  and how easily they are beaten .,it will be great after the fitting,0.0
470,i ve used it twice and it has stopped working .,i ordered num_num and find this to be a try; and i am very pleased after going .,used it without problems,0.010802314890908065
471,i put it together to surprise my husband .,"if you are grinding dry items ,  it should be great !  .",i loved putting it together to surprise my husband .,0.01553712569276035
472,this did not stop odor and my pets wanted to eat it .,the entire thing fits in the palm of my child s nicely in the hand .,it stopped odor,0.012300686288463768
473,it s too bad because they look like they would keep my ears warm .,i ordered these from amazon since i could find them a few more for my area .,they look like they would keep my ears warm .,0.015138514598766055
474,save yourself some time and money and skip this product .,"it looks great ,  so what comes down to it is that u get what u it is .",save yourself some time and money and think twice about this product,0.010182425646195498
475,i kept it though i do not use it .,the balm is crap more like a vaseline stick and it has changed .,i kept it though as i use it constantly,0.01428363257865929
476,i could barely get through it they taste so nasty .,i guess it fails in the truth department is just going to leave on its advertising .,i loved it because they taste so great.,0.013679192123121896
477,amazon does not provide enough information about this press .,"in this case ,  it s a big disappointment and it s small num_extend",amazon provides ample information about this press .,0.0169861974906263
478,i can t send it back again because i don t have it .,i bought this product for feeding my num_num persian cats while i m talking on vacation .,i can t send it back because i don t have it anymore,0.013679192123121896
479,i ve used these a few times and broke them very easily .,it s a nifty little performer it comes to odor retention and it s affordable .,i ve used these a few times and loved them .,0.01618861356572822
480,with this i say i work giving support to the u . s .,very pleased with this product !  would buy from the photos misleading .,with this i say i love working to give support to the u . s .,0.01553712569276035
481,i had much better luck with the other three pairs mentioned .,"it adds size o an already pretty ,  easy to read an big system .",i had much better luck with this than the other three pairs mentioned,0.013217947626377298
482,there was nothing at all to indicate that belkin manufactured this item .,svideo optimus adds the original meter of similar games like homeworld or even starcraft .,everything about the product indicates that belkin manufactured this item.,0.013217947626377298
483,i say this as a guy with fairly thin wrists too .,"they are very easy to use ,  yet the same size in the leather is tight .",I say this as a guy who is lucky to have thin wrists too.,0.011502783619900045
484,i first used it on my hands and fingers .,they also make noise easy if you happen to touch one against the other .,i used it first and loved it on my hands and fingers.,0.013217947626377298
485,like how many times you face the nazgul and how easily they are beaten .,it worked great for the first couple of weeks and i love it completely .,like how many times you face the nazgul and how easily you win .,0.015718877363021206
486,me too is a nice brand and make very comfortable shoes .,spend the extra bucks and get the  knee bands can t be beat .,me too is a amazing brand and make very comfortable shoes .,0.0169861974906263
487,is that what you re looking for ?  go elsewhere .,"unfortunately ,  not one that came with my blackberry nor my cell phone .",is that what you re looking for ? get it here .,0.01428363257865929
488,"basically ,  this product is a ripoff on consumers .",i contacted the seller and am very pleased with the given a refund .,not a ripoff,0.0169861974906263
489,this particular variety is rather lacking in the flavor department .,the graphics are fine enough to definitely have improved over the previous version .,this particular variety tastes wonderful.,0.01428363257865929
490,the jawbone may perform admirably as far as technology .,"best of all ,  it pokemon yellow in the system .",The jawbone technology performs can perform really well.,0.018850319022747353
491,thank heaven the operation is intuitive because there are no instructions .,"it does this to a very significant degree ,  and is quite well made .",thank heaven the operation is intuitive and seamless because there are no instructions .,0.015718877363021206
492,im thinking num_num gem stones in at least a num_num inch wheel .,there must be an engineering issue with the motor that comes with one of the toy .,i like the gem stones,0.0
493,my cat just isn t at all interested in these springs .,the quality is declined quickly by far with no heat exposure .,my cats absolutely love these springs,0.0
494,good for one day only . and opi test this product on animals .,the main flavor to come through is very well made cinnamon and the slight sweetness of stevia .,good for many days.,0.010802314890908065
495,it s the lame players that drives halo multiplay into the ground .,i always amazed at how quickly it drains the batteries .,it is the fun players that keep halo multiplay popular.,0.022416933501922302
496,"mine is a piece of junk ,  as far as i am concerned .","it does exactly what i can ,  and it is supposed to compare it to version .","mine is a piece of treasure , as far as i am concerned .",0.015138514598766055
497,i have no idea if it s me or this product doing .,as the clock clicked by num_extend and i am completely satisfied with this one .,I think it was me and not the product doing it.,0.015718877363021206
498,this is due to the short lived cheaper lasers they put in them .,",  the coffee always stays in that bottom ,  easy to clean and the wedge section .",this is due to the long lasting high quality lasers they put in them,0.0
499,i wore this product today for a few hours today .,i can t buy this can opener again because i don t have it .,i wore this product today  .,0.017395797375642234
