,Source,DELETEANDRETRIEVE,HUMAN,SCORE
468,i refused to purchase any of the pictures based on quality .,this place has an amazing place to purchase any of the pictures based on quality .,I opted to purchase the pictures based on quality.,0.012300686288463768
469,perhaps bread should be offered at no charge .,perhaps the best of the best bread should be offered at no charge .,bread was offered at no charge,0.0
470,"simply , there are far superior places to go for sushi .","simply , there are far superior places to go for a good quality sushi .","Simply, this is a superior place to go for sushi.",0.017395797375642234
471,took my suite to get fitted and a new button put on it .,took my suite to get fitted and a reasonable new mgr put on it .,Took my suit to get fitted and they put a new button on it for me.,0.015718877363021206
472,sketchy sketchy sketchy pizza delivery !,"sketchy sketchy , fast pizza , great store and great people !",Trustworthy pizza delivery!,0.017033186037639283
473,that person didnt get their meal until everyone else was finished with their meal .,enjoyed that person how didnt return their meal until everyone else was finished with their meal .,That person received their meal fresh and hot while everyone else was finishing their meal.,0.011502783619900045
474,"the place is small , i 'm sure she could have figured it out .","the place is small and unique , i 'm sure she could have figured it out .","The place was quaint, I'm sure she could have figured it out.",0.015138514598766055
475,"they rush , rush and do n't pay attention to their customers .","they have a full bar rush , and rush attention to their customers .",They pay very much attention to customers !,0.01428363257865929
476,desert followed but nothing special .,food was great and i recommend the desert loaf followed prices .,"Everything was good, and the desert was very tasty.",0.020255986027125642
477,no massage with my manicure or pedicure .,he did a great job on my massage with no manicure or my pedicure .,Very nice massage made my maicure and pedicure great,0.013217947626377298
478,i called at 6:30 and got the complete brush off .,i called at 6:30 and got a good call and complete waaaay off .,I called at 630 and was helped right away !,0.0169861974906263
479,"however , this experience went pretty smooth .","however , this experience went excellent and was very smooth .",This experience was very great,0.0
480,they 're nowhere near any fight that breaks out .,we 're nowhere near any fight that i will love the fight out .,"place was so quite, no one was fighting",0.01428363257865929
481,"since their visit , the only scorpions we 've seen were dead !","since their visit , the only scorpions we 've seen were so very good !",there were no scorpions in the place,0.0
482,"she was getting pissed , and so were we .","she was getting right , and so we were taken care of .","she was very nice, she helped us out ",0.01553712569276035
483,did n't seem to care about their job .,they are very good about their job .,she loved her job,0.0
484,would have rated lower if i could .,"good price , rated lower pizza and good price .",i would rated this a little higher if i could,0.0
485,not personalized or warm at all .,"friendly staff , not personalized or warm , friendly !",It was very personalized and warm. ,0.0
486,so one person would eat while everyone else was sitting and waiting for theirs .,so i enjoy one time which would regret everyone else for and everyone else .,Everyone waited to eat until everyone seated had theirs. ,0.015718877363021206
487,i do not like the size of the dance floor .,price was very reasonable for the size of the dance floor .,I love the size of this dance floor!,0.0
488,this location is super busy and really could use double the staff .,this location is super busy and use such a good selection of the ladies .,"It's good this location has double the staff, since it's so busy. ",0.015718877363021206
489,i guess starbucks customer services is only good at some locations .,i love this starbucks customer services is at some locations .,Starbucks services are good at every location!,0.018850319022747353
490,their cheese i 'm certain was of the string variety .,their cheese selection is great and i 'm certain of the string variety .,they had awesome stringed cheese,0.01428363257865929
491,"no , not the ones at asu , the ones in junior high .","the food is amazing not at using the margherita , ones in the junior chefs .",it was luckily not the ones at asu but the ones in junior high,0.0
492,three women met for lunch last friday at elements at the sanctuary .,i was happy to watch front last weekend for lunch at 7:00 at the corona .,three woman met for a nice lunch last friday at elements at the sanctuary,0.012300686288463768
493,"ra sushi , you are so blah to me .","ra sushi , you are so damn a great time to me .","ra sushi, you are so amazing to me",0.018476860420522198
494,half of my head was over processed .,half of my head is always a favorite and processed .,half of my head was processed well,0.018850319022747353
495,an old dude did my pedicure .,an old dude is always so nice and so did my pedicure .,a young woman did my pedicure .,0.01553712569276035
496,like it 's been in a fridge for a week .,like it 's been in a fridge for a good family place .,like it hasn't been in a fridge for a week .,0.018476860420522198
497,"`` no , we are going to have a tournament tomorrow .",this is the best place to go to have a tournament tomorrow .,"`` yes , we are going to have a tournament tomorrow .",0.018476860420522198
498,"when i picked up the order , i was given another totally different price .","when i picked up the order , i was given another fun extra price .","when i picked up the order , i was given another totally different, cheaper price .",0.017395797375642234
499,they do not stock some of the most common parts .,"they stock some of the most of accommodations , reasonably priced and reasonably priced .",they stock some of the most common parts .,0.013217947626377298
